invoice_date,client_id,products,total_amount,invoice_number
"45064,0236111111",85,"[{'product_id': 1537, 'quantity': 3, 'price': 14.52}]","43,56",FAC/2023/0325
"45065,46875",652,"[{'product_id': 1994, 'quantity': 4, 'price': 101.68}]","406,72",FAC/2023/0326
"45065,6541666667",1000,"[{'product_id': 746, 'quantity': 1, 'price': 9.87}]","9,87",FAC/2023/0327
"45065,7625",13,"[{'product_id': 1432, 'quantity': 3, 'price': 39.72}, {'product_id': 1574, 'quantity': 1, 'price': 47.06}, {'product_id': 903, 'quantity': 2, 'price': 5.13}, {'product_id': 1641, 'quantity': 4, 'price': 0.1}]","176,88",FAC/2023/0328
"45066,1201388889",872,"[{'product_id': 1899, 'quantity': 2, 'price': 108.68}]","217,36",FAC/2023/0329
"45066,1847222222",4,"[{'product_id': 52, 'quantity': 1, 'price': 127.99}]","127,99",FAC/2023/0330
"45067,2680555556",72,"[{'product_id': 1543, 'quantity': 3, 'price': 39.77}]","119,31",FAC/2023/0331
"45068,3201388889",382,"[{'product_id': 948, 'quantity': 3, 'price': 14.21}]","42,63",FAC/2023/0332
"45068,6486111111",908,"[{'product_id': 294, 'quantity': 1, 'price': 89.93}, {'product_id': 956, 'quantity': 4, 'price': 10.56}, {'product_id': 1098, 'quantity': 4, 'price': 56.99}]","360,13",FAC/2023/0333
"45068,7",90,"[{'product_id': 369, 'quantity': 3, 'price': 8.75}, {'product_id': 972, 'quantity': 2, 'price': 72.02}, {'product_id': 1101, 'quantity': 2, 'price': 79.01}, {'product_id': 464, 'quantity': 4, 'price': 54.1}, {'product_id': 131, 'quantity': 4, 'price': 6.58}]","571,03",FAC/2023/0334
"45069,1326388889",945,"[{'product_id': 765, 'quantity': 2, 'price': 494.68}]","989,36",FAC/2023/0335
"45069,3138888889",683,"[{'product_id': 1712, 'quantity': 1, 'price': 32.36}, {'product_id': 1810, 'quantity': 4, 'price': 2.37}]","41,84",FAC/2023/0336
"45069,4361111111",594,"[{'product_id': 1602, 'quantity': 2, 'price': 21.33}, {'product_id': 460, 'quantity': 2, 'price': 175.31}]","393,28",FAC/2023/0337
"45070,1673611111",170,"[{'product_id': 1147, 'quantity': 2, 'price': 1038.11}, {'product_id': 455, 'quantity': 4, 'price': 76.7}, {'product_id': 1639, 'quantity': 1, 'price': 5.15}, {'product_id': 106, 'quantity': 1, 'price': 59.66}, {'product_id': 1083, 'quantity': 2, 'price': 74.94}]","2597,71",FAC/2023/0338
"45070,5194444444",186,"[{'product_id': 714, 'quantity': 3, 'price': 22.6}, {'product_id': 40, 'quantity': 1, 'price': 5.26}, {'product_id': 1333, 'quantity': 4, 'price': 19.64}, {'product_id': 1269, 'quantity': 2, 'price': 65.05}]","281,72",FAC/2023/0339
"45070,5201388889",888,"[{'product_id': 404, 'quantity': 4, 'price': 53.22}, {'product_id': 645, 'quantity': 3, 'price': 117.65}, {'product_id': 1985, 'quantity': 2, 'price': 15.47}]","596,77",FAC/2023/0340
"45070,8055555556",509,"[{'product_id': 1595, 'quantity': 3, 'price': 20.87}, {'product_id': 712, 'quantity': 3, 'price': 61.32}]","246,57",FAC/2023/0341
"45071,0444444445",935,"[{'product_id': 1274, 'quantity': 3, 'price': 40.87}, {'product_id': 866, 'quantity': 1, 'price': 77.96}, {'product_id': 261, 'quantity': 3, 'price': 539.13}, {'product_id': 1052, 'quantity': 3, 'price': 18.06}, {'product_id': 1755, 'quantity': 1, 'price': 7.49}]","1879,63",FAC/2023/0342
"45071,9034722222",614,"[{'product_id': 271, 'quantity': 4, 'price': 442.59}, {'product_id': 1401, 'quantity': 2, 'price': 71.33}, {'product_id': 600, 'quantity': 3, 'price': 511.61}, {'product_id': 601, 'quantity': 3, 'price': 185.83}]","4005,34",FAC/2023/0343
"45072,2722222222",397,"[{'product_id': 1363, 'quantity': 4, 'price': 657.78}, {'product_id': 1947, 'quantity': 2, 'price': 8.37}, {'product_id': 577, 'quantity': 2, 'price': 20.94}, {'product_id': 1350, 'quantity': 4, 'price': 49.99}, {'product_id': 19, 'quantity': 2, 'price': 0.97}]","2891,64",FAC/2023/0344
"45072,4256944444",507,"[{'product_id': 1945, 'quantity': 2, 'price': 0.1}, {'product_id': 1575, 'quantity': 2, 'price': 1.83}, {'product_id': 1922, 'quantity': 1, 'price': 33.33}, {'product_id': 610, 'quantity': 3, 'price': 1018.29}, {'product_id': 92, 'quantity': 2, 'price': 72.93}]","3237,92",FAC/2023/0345
"45072,5479166667",686,"[{'product_id': 944, 'quantity': 2, 'price': 178.86}, {'product_id': 926, 'quantity': 2, 'price': 15.18}, {'product_id': 1174, 'quantity': 1, 'price': 23.33}]","411,41",FAC/2023/0346
"45072,7152777778",718,"[{'product_id': 1714, 'quantity': 3, 'price': 9.4}, {'product_id': 1517, 'quantity': 4, 'price': 1.02}, {'product_id': 1559, 'quantity': 3, 'price': 33.55}, {'product_id': 1593, 'quantity': 4, 'price': 13.31}, {'product_id': 1046, 'quantity': 1, 'price': 260.85}]","447,02",FAC/2023/0347
"45074,3083333333",403,"[{'product_id': 894, 'quantity': 3, 'price': 89.05}, {'product_id': 1647, 'quantity': 3, 'price': 59.78}, {'product_id': 1170, 'quantity': 2, 'price': 0.1}]","446,69",FAC/2023/0348
"45075,1534722222",373,"[{'product_id': 1829, 'quantity': 2, 'price': 91.62}, {'product_id': 1536, 'quantity': 2, 'price': 24.19}, {'product_id': 152, 'quantity': 1, 'price': 8.86}, {'product_id': 1047, 'quantity': 1, 'price': 408.83}, {'product_id': 868, 'quantity': 2, 'price': 15.69}]","680,69",FAC/2023/0349
"45075,5958333333",689,"[{'product_id': 740, 'quantity': 1, 'price': 151.34}, {'product_id': 1133, 'quantity': 4, 'price': 2.22}, {'product_id': 1230, 'quantity': 2, 'price': 45.7}, {'product_id': 944, 'quantity': 4, 'price': 178.86}]","967,06",FAC/2023/0350
"45075,9881944445",996,"[{'product_id': 1959, 'quantity': 2, 'price': 12.82}, {'product_id': 1840, 'quantity': 4, 'price': 31.77}, {'product_id': 1615, 'quantity': 3, 'price': 23.53}]","223,31",FAC/2023/0351
"45076,0180555556",670,"[{'product_id': 1528, 'quantity': 4, 'price': 472.06}, {'product_id': 1108, 'quantity': 1, 'price': 375.39}, {'product_id': 716, 'quantity': 2, 'price': 7.42}, {'product_id': 422, 'quantity': 1, 'price': 56.99}]","2335,46",FAC/2023/0352
"45076,86875",715,"[{'product_id': 490, 'quantity': 4, 'price': 90.39}, {'product_id': 1327, 'quantity': 4, 'price': 48.32}]","554,84",FAC/2023/0353
"45076,9395833333",433,"[{'product_id': 1687, 'quantity': 3, 'price': 4.9}, {'product_id': 597, 'quantity': 3, 'price': 0.1}, {'product_id': 252, 'quantity': 3, 'price': 14.55}, {'product_id': 1999, 'quantity': 3, 'price': 1011.5}]","3093,15",FAC/2023/0354
"45077,1069444444",736,"[{'product_id': 34, 'quantity': 1, 'price': 29.06}, {'product_id': 1590, 'quantity': 2, 'price': 25.78}, {'product_id': 176, 'quantity': 3, 'price': 10.15}]","111,07",FAC/2023/0355
"45077,8770833333",223,"[{'product_id': 259, 'quantity': 2, 'price': 17.19}, {'product_id': 200, 'quantity': 1, 'price': 217.28}, {'product_id': 1978, 'quantity': 1, 'price': 10.92}, {'product_id': 1090, 'quantity': 3, 'price': 11.89}]","298,25",FAC/2023/0356
"45077,8944444444",268,"[{'product_id': 1279, 'quantity': 3, 'price': 16.48}, {'product_id': 876, 'quantity': 4, 'price': 11.9}, {'product_id': 1838, 'quantity': 4, 'price': 336.15}, {'product_id': 90, 'quantity': 4, 'price': 84.21}, {'product_id': 351, 'quantity': 2, 'price': 100.85}]","1980,18",FAC/2023/0357
"45078,5770833333",254,"[{'product_id': 1920, 'quantity': 1, 'price': 7.01}]","7,01",FAC/2023/0358
"45078,6618055556",943,"[{'product_id': 1994, 'quantity': 4, 'price': 101.68}, {'product_id': 1616, 'quantity': 2, 'price': 3.84}, {'product_id': 712, 'quantity': 4, 'price': 61.32}]","659,68",FAC/2023/0359
"45079,3493055556",484,"[{'product_id': 1387, 'quantity': 3, 'price': 150.75}]","452,25",FAC/2023/0360
"45079,4243055556",558,"[{'product_id': 272, 'quantity': 2, 'price': 273.94}, {'product_id': 1751, 'quantity': 1, 'price': 56.86}]","604,74",FAC/2023/0361
"45079,4736111111",96,"[{'product_id': 1867, 'quantity': 2, 'price': 25.78}, {'product_id': 597, 'quantity': 3, 'price': 0.1}, {'product_id': 707, 'quantity': 1, 'price': 15.01}]","66,87",FAC/2023/0362
"45079,5104166667",802,"[{'product_id': 1515, 'quantity': 1, 'price': 19.62}]","19,62",FAC/2023/0363
"45079,6548611111",450,"[{'product_id': 859, 'quantity': 2, 'price': 210.63}, {'product_id': 277, 'quantity': 1, 'price': 4.26}, {'product_id': 1502, 'quantity': 3, 'price': 33.78}, {'product_id': 962, 'quantity': 1, 'price': 6.68}, {'product_id': 1301, 'quantity': 2, 'price': 6.69}]","546,92",FAC/2023/0364
"45080,1375",72,"[{'product_id': 1028, 'quantity': 4, 'price': 152.75}, {'product_id': 1693, 'quantity': 1, 'price': 55.3}, {'product_id': 1170, 'quantity': 4, 'price': 0.1}, {'product_id': 1540, 'quantity': 4, 'price': 30.57}, {'product_id': 1561, 'quantity': 4, 'price': 17.61}]","859,42",FAC/2023/0365
"45080,18125",322,"[{'product_id': 1506, 'quantity': 3, 'price': 162.14}]","486,42",FAC/2023/0366
"45080,3131944444",162,"[{'product_id': 771, 'quantity': 2, 'price': 155.48}, {'product_id': 1358, 'quantity': 4, 'price': 27.9}, {'product_id': 116, 'quantity': 4, 'price': 219.25}, {'product_id': 1786, 'quantity': 2, 'price': 120.05}, {'product_id': 1937, 'quantity': 1, 'price': 38.4}]","1578,06",FAC/2023/0367
"45081,1513888889",263,"[{'product_id': 167, 'quantity': 3, 'price': 160.63}, {'product_id': 711, 'quantity': 4, 'price': 29.88}, {'product_id': 772, 'quantity': 2, 'price': 225.91}]","1053,23",FAC/2023/0368
"45081,58125",100,"[{'product_id': 1022, 'quantity': 2, 'price': 7.55}]","15,1",FAC/2023/0369
"45082,4770833333",579,"[{'product_id': 1384, 'quantity': 2, 'price': 14.31}, {'product_id': 491, 'quantity': 3, 'price': 421.41}, {'product_id': 1810, 'quantity': 4, 'price': 2.37}, {'product_id': 1189, 'quantity': 1, 'price': 158.55}, {'product_id': 113, 'quantity': 3, 'price': 0.1}]","1461,18",FAC/2023/0370
"45082,63125",575,"[{'product_id': 58, 'quantity': 1, 'price': 533.21}, {'product_id': 79, 'quantity': 1, 'price': 12.29}, {'product_id': 1285, 'quantity': 1, 'price': 9.36}]","554,86",FAC/2023/0371
"45082,9284722222",379,"[{'product_id': 1066, 'quantity': 4, 'price': 3.7}, {'product_id': 711, 'quantity': 1, 'price': 29.88}]","44,68",FAC/2023/0372
"45082,9402777778",646,"[{'product_id': 116, 'quantity': 4, 'price': 219.25}, {'product_id': 1279, 'quantity': 2, 'price': 16.48}, {'product_id': 1347, 'quantity': 1, 'price': 14.98}]","924,94",FAC/2023/0373
"45083,1590277778",926,"[{'product_id': 1058, 'quantity': 1, 'price': 137.05}]","137,05",FAC/2023/0374
"45084,5895833333",781,"[{'product_id': 663, 'quantity': 1, 'price': 33.55}, {'product_id': 1129, 'quantity': 4, 'price': 237.19}, {'product_id': 1970, 'quantity': 3, 'price': 13.5}, {'product_id': 446, 'quantity': 2, 'price': 18.77}, {'product_id': 211, 'quantity': 1, 'price': 42.85}]","1103,2",FAC/2023/0375
"45085,3166666667",468,"[{'product_id': 660, 'quantity': 3, 'price': 33.55}, {'product_id': 721, 'quantity': 3, 'price': 9.09}, {'product_id': 358, 'quantity': 4, 'price': 252.22}, {'product_id': 1335, 'quantity': 1, 'price': 30.06}, {'product_id': 1743, 'quantity': 4, 'price': 41.37}]","1332,34",FAC/2023/0376
"45085,4222222222",279,"[{'product_id': 158, 'quantity': 1, 'price': 27.25}, {'product_id': 1591, 'quantity': 2, 'price': 315.66}, {'product_id': 1978, 'quantity': 3, 'price': 10.92}, {'product_id': 510, 'quantity': 1, 'price': 32.98}, {'product_id': 1378, 'quantity': 2, 'price': 137.6}]","999,51",FAC/2023/0377
"45085,4847222222",404,"[{'product_id': 1907, 'quantity': 1, 'price': 0.19}, {'product_id': 330, 'quantity': 2, 'price': 7.5}, {'product_id': 754, 'quantity': 2, 'price': 79.48}, {'product_id': 1075, 'quantity': 2, 'price': 14.55}, {'product_id': 132, 'quantity': 3, 'price': 8.73}]","229,44",FAC/2023/0378
"45085,8",507,"[{'product_id': 1839, 'quantity': 3, 'price': 53.07}, {'product_id': 1565, 'quantity': 4, 'price': 10.9}]","202,81",FAC/2023/0379
"45086,1465277778",395,"[{'product_id': 1205, 'quantity': 1, 'price': 118.3}, {'product_id': 1258, 'quantity': 1, 'price': 23.35}, {'product_id': 1830, 'quantity': 3, 'price': 116.55}, {'product_id': 787, 'quantity': 3, 'price': 8.05}]","515,45",FAC/2023/0380
"45086,3666666667",634,"[{'product_id': 312, 'quantity': 4, 'price': 69.22}, {'product_id': 1345, 'quantity': 1, 'price': 25.01}, {'product_id': 504, 'quantity': 2, 'price': 8.49}, {'product_id': 1753, 'quantity': 1, 'price': 11.82}]","330,69",FAC/2023/0381
"45086,5076388889",32,"[{'product_id': 200, 'quantity': 3, 'price': 217.28}]","651,84",FAC/2023/0382
"45087,9965277778",501,"[{'product_id': 363, 'quantity': 3, 'price': 7.58}, {'product_id': 1255, 'quantity': 1, 'price': 80.92}, {'product_id': 1289, 'quantity': 4, 'price': 78.96}]","419,5",FAC/2023/0383
"45088,7305555556",564,"[{'product_id': 1029, 'quantity': 3, 'price': 32.18}, {'product_id': 1567, 'quantity': 2, 'price': 2.33}, {'product_id': 944, 'quantity': 4, 'price': 178.86}]","816,64",FAC/2023/0384
"45088,80625",192,"[{'product_id': 1091, 'quantity': 3, 'price': 49.34}, {'product_id': 50, 'quantity': 1, 'price': 632.13}]","780,15",FAC/2023/0385
"45088,9583333333",883,"[{'product_id': 657, 'quantity': 4, 'price': 10.4}]","41,6",FAC/2023/0386
"45089,8520833333",364,"[{'product_id': 1333, 'quantity': 4, 'price': 19.64}]","78,56",FAC/2023/0387
"45089,9270833333",610,"[{'product_id': 801, 'quantity': 3, 'price': 239.9}, {'product_id': 507, 'quantity': 1, 'price': 542.52}, {'product_id': 1872, 'quantity': 1, 'price': 70.07}, {'product_id': 1093, 'quantity': 2, 'price': 50.81}]","1433,91",FAC/2023/0388
"45090,5680555556",690,"[{'product_id': 17, 'quantity': 2, 'price': 50.2}]","100,4",FAC/2023/0389
"45090,7659722222",376,"[{'product_id': 628, 'quantity': 1, 'price': 80.24}, {'product_id': 1783, 'quantity': 1, 'price': 12.72}, {'product_id': 191, 'quantity': 4, 'price': 198.98}]","888,88",FAC/2023/0390
"45091,5173611111",870,"[{'product_id': 534, 'quantity': 4, 'price': 12.81}, {'product_id': 1455, 'quantity': 2, 'price': 88.71}, {'product_id': 1892, 'quantity': 2, 'price': 19.33}, {'product_id': 871, 'quantity': 1, 'price': 36.89}, {'product_id': 978, 'quantity': 1, 'price': 12.45}]","316,66",FAC/2023/0391
"45092,0888888889",320,"[{'product_id': 370, 'quantity': 4, 'price': 18.35}, {'product_id': 538, 'quantity': 4, 'price': 173.08}, {'product_id': 953, 'quantity': 1, 'price': 29.04}]","794,76",FAC/2023/0392
"45092,4465277778",847,"[{'product_id': 272, 'quantity': 3, 'price': 273.94}, {'product_id': 1762, 'quantity': 3, 'price': 21.91}, {'product_id': 1185, 'quantity': 2, 'price': 0.37}, {'product_id': 914, 'quantity': 4, 'price': 0.6}]","890,69",FAC/2023/0393
"45092,7368055556",681,"[{'product_id': 1589, 'quantity': 4, 'price': 645.23}, {'product_id': 1040, 'quantity': 4, 'price': 1160.26}, {'product_id': 1554, 'quantity': 3, 'price': 29.24}]","7309,68",FAC/2023/0394
"45094,1868055556",614,"[{'product_id': 239, 'quantity': 3, 'price': 44.88}, {'product_id': 1289, 'quantity': 1, 'price': 78.96}]","213,6",FAC/2023/0395
"45094,2763888889",663,"[{'product_id': 1102, 'quantity': 3, 'price': 97.12}, {'product_id': 763, 'quantity': 2, 'price': 36.25}]","363,86",FAC/2023/0396
"45094,4763888889",792,"[{'product_id': 956, 'quantity': 2, 'price': 10.56}, {'product_id': 1299, 'quantity': 1, 'price': 38.14}]","59,26",FAC/2023/0397
"45095,4159722222",936,"[{'product_id': 1270, 'quantity': 2, 'price': 45.54}, {'product_id': 1745, 'quantity': 3, 'price': 128.03}, {'product_id': 250, 'quantity': 3, 'price': 89.34}]","743,19",FAC/2023/0398
"45095,4215277778",933,"[{'product_id': 405, 'quantity': 1, 'price': 21.84}, {'product_id': 1590, 'quantity': 1, 'price': 25.78}]","47,62",FAC/2023/0399
"45095,9381944444",314,"[{'product_id': 1343, 'quantity': 3, 'price': 66.14}, {'product_id': 840, 'quantity': 3, 'price': 8.33}]","223,41",FAC/2023/0400
"45097,0770833333",83,"[{'product_id': 1704, 'quantity': 3, 'price': 6.26}, {'product_id': 326, 'quantity': 4, 'price': 54.46}, {'product_id': 215, 'quantity': 1, 'price': 40.35}, {'product_id': 1570, 'quantity': 2, 'price': 58.71}]","394,39",FAC/2023/0401
"45097,38125",178,"[{'product_id': 692, 'quantity': 3, 'price': 36.54}, {'product_id': 268, 'quantity': 2, 'price': 96.9}]","303,42",FAC/2023/0402
"45098,0555555556",895,"[{'product_id': 58, 'quantity': 4, 'price': 533.21}, {'product_id': 24, 'quantity': 3, 'price': 107.44}, {'product_id': 1459, 'quantity': 3, 'price': 13.27}, {'product_id': 619, 'quantity': 2, 'price': 3.63}, {'product_id': 1675, 'quantity': 2, 'price': 10.06}]","2522,35",FAC/2023/0403
"45098,9333333333",789,"[{'product_id': 1651, 'quantity': 2, 'price': 22.6}, {'product_id': 1621, 'quantity': 2, 'price': 84.04}]","213,28",FAC/2023/0404
"45098,9666666667",852,"[{'product_id': 123, 'quantity': 3, 'price': 10.48}, {'product_id': 229, 'quantity': 1, 'price': 84.44}, {'product_id': 1383, 'quantity': 4, 'price': 392.24}]","1684,84",FAC/2023/0405
"45099,2472222222",120,"[{'product_id': 620, 'quantity': 2, 'price': 28.96}, {'product_id': 729, 'quantity': 4, 'price': 20.21}, {'product_id': 695, 'quantity': 3, 'price': 7.72}, {'product_id': 658, 'quantity': 3, 'price': 108.96}, {'product_id': 1174, 'quantity': 3, 'price': 23.33}]","558,79",FAC/2023/0406
"45099,9083333333",588,"[{'product_id': 1045, 'quantity': 2, 'price': 14.39}, {'product_id': 1185, 'quantity': 1, 'price': 0.37}, {'product_id': 1514, 'quantity': 4, 'price': 11.65}, {'product_id': 789, 'quantity': 2, 'price': 8.62}]","92,99",FAC/2023/0407
"45099,9756944445",729,"[{'product_id': 620, 'quantity': 2, 'price': 28.96}, {'product_id': 1437, 'quantity': 2, 'price': 52.3}]","162,52",FAC/2023/0408
"45100,01875",562,"[{'product_id': 1245, 'quantity': 3, 'price': 7.71}]","23,13",FAC/2023/0409
"45100,4840277778",293,"[{'product_id': 1982, 'quantity': 2, 'price': 0.1}, {'product_id': 1594, 'quantity': 2, 'price': 0.1}, {'product_id': 1754, 'quantity': 3, 'price': 37.51}, {'product_id': 1722, 'quantity': 2, 'price': 309.66}, {'product_id': 52, 'quantity': 4, 'price': 127.99}]","1244,21",FAC/2023/0410
"45100,4861111111",636,"[{'product_id': 368, 'quantity': 3, 'price': 74.96}, {'product_id': 264, 'quantity': 2, 'price': 3.35}, {'product_id': 25, 'quantity': 3, 'price': 481.48}]","1676,02",FAC/2023/0411
"45100,9784722222",368,"[{'product_id': 1697, 'quantity': 4, 'price': 14.23}, {'product_id': 624, 'quantity': 3, 'price': 161.72}, {'product_id': 217, 'quantity': 2, 'price': 15.34}]","572,76",FAC/2023/0412
"45101,2097222222",635,"[{'product_id': 847, 'quantity': 3, 'price': 18.3}, {'product_id': 1721, 'quantity': 2, 'price': 16.94}, {'product_id': 1545, 'quantity': 4, 'price': 10.76}, {'product_id': 1528, 'quantity': 3, 'price': 472.06}, {'product_id': 300, 'quantity': 2, 'price': 91.47}]","1730,94",FAC/2023/0413
"45101,675",103,"[{'product_id': 1131, 'quantity': 2, 'price': 29.52}]","59,04",FAC/2023/0414
"45101,8722222222",118,"[{'product_id': 1361, 'quantity': 2, 'price': 35.36}, {'product_id': 1146, 'quantity': 4, 'price': 34.12}, {'product_id': 997, 'quantity': 2, 'price': 8.24}]","223,68",FAC/2023/0415
"45101,9104166667",968,"[{'product_id': 211, 'quantity': 1, 'price': 42.85}, {'product_id': 1971, 'quantity': 1, 'price': 12.64}, {'product_id': 991, 'quantity': 2, 'price': 40.03}, {'product_id': 1033, 'quantity': 2, 'price': 30.95}]","197,45",FAC/2023/0416
"45102,0388888889",196,"[{'product_id': 649, 'quantity': 4, 'price': 178.75}, {'product_id': 680, 'quantity': 4, 'price': 315.84}, {'product_id': 94, 'quantity': 1, 'price': 12.5}, {'product_id': 1876, 'quantity': 4, 'price': 55.96}]","2214,7",FAC/2023/0417
"45102,5652777778",100,"[{'product_id': 309, 'quantity': 3, 'price': 23.9}, {'product_id': 379, 'quantity': 2, 'price': 7.95}]","87,6",FAC/2023/0418
"45103,6451388889",972,"[{'product_id': 904, 'quantity': 4, 'price': 4.91}, {'product_id': 1770, 'quantity': 1, 'price': 3.83}]","23,47",FAC/2023/0419
"45103,7298611111",594,"[{'product_id': 1430, 'quantity': 1, 'price': 41.0}, {'product_id': 1225, 'quantity': 3, 'price': 208.21}]","665,63",FAC/2023/0420
"45104,5909722222",489,"[{'product_id': 264, 'quantity': 2, 'price': 3.35}, {'product_id': 276, 'quantity': 4, 'price': 21.36}, {'product_id': 741, 'quantity': 4, 'price': 13.68}, {'product_id': 587, 'quantity': 3, 'price': 8.77}]","173,17",FAC/2023/0421
"45104,6104166667",407,"[{'product_id': 21, 'quantity': 4, 'price': 12.36}, {'product_id': 1505, 'quantity': 1, 'price': 19.36}]","68,8",FAC/2023/0422
"45104,8236111111",807,"[{'product_id': 1604, 'quantity': 1, 'price': 90.53}, {'product_id': 1987, 'quantity': 2, 'price': 5.61}, {'product_id': 1408, 'quantity': 4, 'price': 34.5}, {'product_id': 370, 'quantity': 4, 'price': 18.35}]","313,15",FAC/2023/0423
"45105,5097222222",432,"[{'product_id': 1520, 'quantity': 4, 'price': 12.2}, {'product_id': 1539, 'quantity': 3, 'price': 17.76}, {'product_id': 201, 'quantity': 4, 'price': 11.09}, {'product_id': 359, 'quantity': 4, 'price': 33.88}, {'product_id': 1186, 'quantity': 2, 'price': 0.1}]","282,16",FAC/2023/0424
"45105,6194444444",310,"[{'product_id': 149, 'quantity': 3, 'price': 78.35}, {'product_id': 1269, 'quantity': 1, 'price': 65.05}, {'product_id': 1624, 'quantity': 1, 'price': 25.46}, {'product_id': 1869, 'quantity': 2, 'price': 91.85}, {'product_id': 830, 'quantity': 3, 'price': 0.1}]","509,56",FAC/2023/0425
"45106,5736111111",25,"[{'product_id': 1311, 'quantity': 4, 'price': 72.31}, {'product_id': 191, 'quantity': 3, 'price': 198.98}, {'product_id': 1009, 'quantity': 4, 'price': 21.12}, {'product_id': 1796, 'quantity': 2, 'price': 11.91}]","994,48",FAC/2023/0426
"45106,6152777778",680,"[{'product_id': 546, 'quantity': 2, 'price': 27.01}, {'product_id': 137, 'quantity': 2, 'price': 45.16}, {'product_id': 405, 'quantity': 2, 'price': 21.84}, {'product_id': 1362, 'quantity': 1, 'price': 31.98}]",220,FAC/2023/0427
"45107,1125",77,"[{'product_id': 1271, 'quantity': 1, 'price': 145.84}, {'product_id': 402, 'quantity': 4, 'price': 46.3}, {'product_id': 1463, 'quantity': 2, 'price': 23.03}, {'product_id': 1730, 'quantity': 3, 'price': 10.7}, {'product_id': 191, 'quantity': 3, 'price': 198.98}]","1006,14",FAC/2023/0428
"45107,7229166667",354,"[{'product_id': 573, 'quantity': 1, 'price': 39.18}, {'product_id': 357, 'quantity': 4, 'price': 457.77}]","1870,26",FAC/2023/0429
"45108,0972222222",662,"[{'product_id': 433, 'quantity': 2, 'price': 39.91}, {'product_id': 897, 'quantity': 3, 'price': 52.11}]","236,15",FAC/2023/0430
"45108,9069444445",299,"[{'product_id': 1626, 'quantity': 4, 'price': 35.86}, {'product_id': 717, 'quantity': 3, 'price': 22.94}, {'product_id': 608, 'quantity': 2, 'price': 23.29}, {'product_id': 1454, 'quantity': 1, 'price': 14.75}]","273,59",FAC/2023/0431
"45108,99375",956,"[{'product_id': 945, 'quantity': 3, 'price': 16.49}, {'product_id': 1204, 'quantity': 4, 'price': 2.08}, {'product_id': 1455, 'quantity': 3, 'price': 88.71}, {'product_id': 1289, 'quantity': 1, 'price': 78.96}]","402,88",FAC/2023/0432
"45110,7791666667",626,"[{'product_id': 1685, 'quantity': 4, 'price': 372.95}, {'product_id': 1017, 'quantity': 1, 'price': 11.53}, {'product_id': 1968, 'quantity': 4, 'price': 2.12}, {'product_id': 1995, 'quantity': 2, 'price': 0.1}]","1512,01",FAC/2023/0433
"45111,6111111111",310,"[{'product_id': 1012, 'quantity': 2, 'price': 11.22}, {'product_id': 893, 'quantity': 4, 'price': 6.78}, {'product_id': 849, 'quantity': 2, 'price': 0.1}]","49,76",FAC/2023/0434
"45112,5659722222",410,"[{'product_id': 1062, 'quantity': 3, 'price': 56.67}, {'product_id': 1513, 'quantity': 2, 'price': 793.72}, {'product_id': 369, 'quantity': 4, 'price': 8.75}, {'product_id': 1256, 'quantity': 4, 'price': 10.72}, {'product_id': 1218, 'quantity': 3, 'price': 27.88}]","1918,97",FAC/2023/0435
"45112,7284722222",943,"[{'product_id': 348, 'quantity': 2, 'price': 37.38}, {'product_id': 544, 'quantity': 2, 'price': 57.48}]","189,72",FAC/2023/0436
"45112,9375",634,"[{'product_id': 473, 'quantity': 1, 'price': 53.52}]","53,52",FAC/2023/0437
"45113,3972222222",87,"[{'product_id': 713, 'quantity': 3, 'price': 29.44}, {'product_id': 688, 'quantity': 3, 'price': 10.85}, {'product_id': 1761, 'quantity': 4, 'price': 20.58}, {'product_id': 1188, 'quantity': 3, 'price': 53.26}, {'product_id': 1114, 'quantity': 3, 'price': 10.53}]","394,56",FAC/2023/0438
"45113,6145833333",478,"[{'product_id': 158, 'quantity': 1, 'price': 27.25}, {'product_id': 578, 'quantity': 3, 'price': 0.1}, {'product_id': 714, 'quantity': 4, 'price': 22.6}, {'product_id': 1884, 'quantity': 3, 'price': 30.54}]","209,57",FAC/2023/0439
"45113,8652777778",4,"[{'product_id': 278, 'quantity': 2, 'price': 6.36}, {'product_id': 95, 'quantity': 1, 'price': 151.32}, {'product_id': 1911, 'quantity': 1, 'price': 0.42}, {'product_id': 703, 'quantity': 1, 'price': 18.54}, {'product_id': 9, 'quantity': 3, 'price': 170.67}]","695,01",FAC/2023/0440
"45114,0819444444",64,"[{'product_id': 1167, 'quantity': 4, 'price': 40.35}]","161,4",FAC/2023/0441
"45114,2069444444",96,"[{'product_id': 1823, 'quantity': 4, 'price': 13.94}, {'product_id': 1363, 'quantity': 1, 'price': 657.78}]","713,54",FAC/2023/0442
"45114,3611111111",756,"[{'product_id': 845, 'quantity': 4, 'price': 19.83}]","79,32",FAC/2023/0443
"45114,5840277778",387,"[{'product_id': 1899, 'quantity': 4, 'price': 108.68}]","434,72",FAC/2023/0444
"45115,4048611111",468,"[{'product_id': 1786, 'quantity': 1, 'price': 120.05}, {'product_id': 1988, 'quantity': 4, 'price': 77.55}, {'product_id': 958, 'quantity': 4, 'price': 18.13}]","502,77",FAC/2023/0445
